PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	jobid	dvdw
P46937	P61981	1	0	Model	3mhr	1	P	0	100.0	2.0	124	133	-	A	0	66.5	94.3	2	234	-	P46937-P61981-MDL-3mhr.pdb1-P-0-A-0.pdb	m5013	-65.6919269
P46937	P62258	1	0	Model	3mhr	1	P	0	100.0	2.0	124	133	-	A	0	62.2	90.2	3	232	-	P46937-P62258-MDL-3mhr.pdb1-P-0-A-0.pdb	m5014	-66.7416031
P46937	P63104	1	0	Model	3mhr	1	P	0	100.0	2.0	124	133	-	A	0	73.2	93.5	1	229	-	P46937-P63104-MDL-3mhr.pdb1-P-0-A-0.pdb	m5015	-69.1637852
P46937	Q15562	2	0	Model	3kys	2	D	0	100.0	9.7	52	100	-	C	0	69.6	50.8	221	447	-	P46937-Q15562-MDL-3kys.pdb2-D-0-C-0.pdb	m5016	-138.854566
P46937	Q15562	3	0	Model	3kys	1	B	0	100.0	10.1	50	100	-	A	0	69.3	50.3	223	447	-	P46937-Q15562-MDL-3kys.pdb1-B-0-A-0.pdb	m5017	-151.223898
P46940	P60953	1	0	Model	5cjp	1	E	0	77.3	21.8	962	1322	-	C	0	99.4	92.7	1	177	-	P46940-P60953-MDL-5cjp.pdb1-E-0-C-0.pdb	m5018	-88.9650507
P46940	P63000	1	0	Model	5cjp	1	E	0	77.3	21.8	962	1322	-	B	0	71.8	92.2	1	177	-	P46940-P63000-MDL-5cjp.pdb1-E-0-B-0.pdb	m5019	-30.7772766
P47224	P59190	1	0	Model	2fu5	1	A	0	90.4	92.7	10	123	-	D	0	48.5	76.9	3	165	-	P47224-P59190-MDL-2fu5.pdb1-A-0-D-0.pdb	m5020	-97.32926
P47224	P61006	1	0	Model	2fu5	1	A	0	90.4	92.7	10	123	-	D	0	89.0	83.6	3	175	-	P47224-P61006-MDL-2fu5.pdb1-A-0-D-0.pdb	m5021	-95.4094513
P47224	Q96E17	1	0	Model	2fu5	1	A	0	90.4	92.7	10	123	-	D	0	47.7	76.7	25	198	-	P47224-Q96E17-MDL-2fu5.pdb1-A-0-D-0.pdb	m5022	-118.292097
P47224	Q9H0U4	1	0	Model	2fu5	1	A	0	90.4	92.7	10	123	-	D	0	52.1	84.1	5	173	-	P47224-Q9H0U4-MDL-2fu5.pdb1-A-0-D-0.pdb	m5023	-98.4718631
P47756	P52907	1	0	Model	1izn	1	B	0	98.9	97.5	2	271	-	A	0	92.4	96.2	7	281	-	P47756-P52907-MDL-1izn.pdb1-B-0-A-0.pdb	m5024	-401.985499
P47756	P60709	1	0	Model	5afu	1	L	0	98.5	97.5	2	271	-	A	0	53.4	98.1	8	375	-	P47756-P60709-MDL-5afu.pdb1-L-0-A-0.pdb	m5025	-59.1942683
P47804	P55085	1	0	Dom_dom_model	4u15	-	A	-	14.5	57.7	34	206	7tm_1	B	-	19.2	62.0	93	344	7tm_1	P47804-P55085-MDD-7tm_1-7tm_1-4u15-A-84-543-B-84-543.pdb	m5026	-98.6963811
P47928	Q14469	1	0	Dom_dom_model	4aya	-	B	-	82.1	24.2	67	105	HLH	A	-	24.4	14.3	48	92	HLH	P47928-Q14469-MDD-HLH-HLH-4aya-B-36-76-A-35-76.pdb	m5027	-73.8630833
P47992	P48061	1	0	Dom_dom_model	1tvx	-	C	-	22.0	45.6	32	83	IL8	D	-	25.0	59.1	29	85	IL8	P47992-P48061-MDD-IL8-IL8-1tvx-C-23-81-D-23-81.pdb	m5028	-27.5310004
P47992	P51671	1	0	Model	2x6g	9	K	0	40.0	46.5	32	84	-	L	0	41.0	62.9	29	89	-	P47992-P51671-MDL-2x6g.pdb9-K-0-L-0.pdb	m5029	-17.9677449
P47992	Q99616	1	0	Model	2ra4	3	A	2	34.5	46.5	32	84	-	A	0	100.0	66.3	26	90	-	P47992-Q99616-MDL-2ra4.pdb3-A-2-A-0.pdb	m5030	-21.5569207
P47992	Q9NRJ3	1	0	Dom_dom_model	1o7y	-	B	-	16.9	45.6	32	83	IL8	A	-	19.4	44.1	29	86	IL8	P47992-Q9NRJ3-MDD-IL8-IL8-1o7y-B-9-68-A-7-68.pdb	m5031	-12.9250526
P47992	Q9Y258	1	0	Model	3tn2	2	A	0	39.3	47.4	32	85	-	A	1	49.2	67.0	23	85	-	P47992-Q9Y258-MDL-3tn2.pdb2-A-0-A-1.pdb	m5032	-8.71500603
P48039	P49286	1	0	Dom_dom_model	5v54	-	B	-	23.3	71.7	45	295	7tm_1	A	-	23.3	69.3	58	308	7tm_1	P48039-P49286-MDD-7tm_1-7tm_1-5v54-B-66-369-A-66-369.pdb	m5033	-121.291646
P48061	P78556	1	0	Dom_dom_model	1qe6	-	A	-	31.7	59.1	29	85	IL8	B	-	27.1	60.4	31	88	IL8	P48061-P78556-MDD-IL8-IL8-1qe6-A-5-65-B-5-65.pdb	m5034	-19.2723065
P48061	P80162	1	0	Dom_dom_model	2hci	-	A	-	18.3	59.1	29	85	IL8	B	-	25.4	50.0	48	105	IL8	P48061-P80162-MDD-IL8-IL8-2hci-A-4-63-B-5-63.pdb	m5035	-31.1873063
P48061	Q9NRJ3	1	0	Dom_dom_model	1f9r	-	B	-	26.2	59.1	29	85	IL8	D	-	17.7	44.1	29	86	IL8	P48061-Q9NRJ3-MDD-IL8-IL8-1f9r-B-108-167-D-308-367.pdb	m5036	-22.8399615
P48061	Q9UBD3	1	0	Dom_dom_model	1qe6	-	D	-	31.7	59.1	29	85	IL8	C	-	20.3	45.6	32	83	IL8	P48061-Q9UBD3-MDD-IL8-IL8-1qe6-D-5-65-C-6-65.pdb	m5037	-29.3687105
P48061	Q9Y258	1	0	Dom_dom_model	6c6d	-	I	-	27.9	59.1	29	85	IL8	K	-	42.4	58.5	32	86	IL8	P48061-Q9Y258-MDD-IL8-IL8-6c6d-I-8-65-K-8-65.pdb	m5038	-25.2135043
P48431	Q01860	1	0	Model	1gt0	1	D	0	100.0	25.2	39	118	-	C	0	58.3	40.0	144	287	-	P48431-Q01860-MDL-1gt0.pdb1-D-0-C-0.pdb	m5039	-8.55608985
P48443	P55055	2	0	Model	4nqa	2	H	0	86.5	70.6	133	459	-	I	0	99.7	83.5	75	458	-	P48443-P55055-MDL-4nqa.pdb2-H-0-I-0.pdb	m5040	-126.6542
P48443	Q03181	1	0	Model	3dzy	1	A	0	84.4	69.3	136	456	-	D	0	65.4	83.9	72	441	-	P48443-Q03181-MDL-3dzy.pdb1-A-0-D-0.pdb	m5041	-129.520743
P48443	Q03181	2	0	Model	3e00	1	A	0	83.2	69.3	136	456	-	D	0	65.3	84.4	70	441	-	P48443-Q03181-MDL-3e00.pdb1-A-0-D-0.pdb	m5042	-134.284852
P48443	Q07869	1	0	Model	3dzy	1	A	0	84.4	69.3	136	456	-	D	0	65.0	78.8	100	468	-	P48443-Q07869-MDL-3dzy.pdb1-A-0-D-0.pdb	m5043	-134.996387
P48443	Q07869	2	0	Model	3e00	1	A	0	83.2	69.3	136	456	-	D	0	65.2	79.3	98	468	-	P48443-Q07869-MDL-3e00.pdb1-A-0-D-0.pdb	m5044	-148.115216
P48443	Q13133	1	0	Model	4nqa	1	A	0	85.6	70.2	133	457	-	B	0	71.8	80.5	85	444	-	P48443-Q13133-MDL-4nqa.pdb1-A-0-B-0.pdb	m5045	-237.345061
P48443	Q13133	2	0	Model	4nqa	2	H	0	86.5	70.6	133	459	-	I	0	69.1	80.5	86	445	-	P48443-Q13133-MDL-4nqa.pdb2-H-0-I-0.pdb	m5046	-143.965357
P48443	Q96RI1	1	0	Model	6a5y	1	D	0	85.4	48.8	232	457	-	A	0	99.1	46.9	258	485	-	P48443-Q96RI1-MDL-6a5y.pdb1-D-0-A-0.pdb	m5047	-85.3917135
P48443	Q96RI1	2	0	Model	6a5z	1	D	0	86.3	48.8	232	457	-	A	0	95.6	46.9	258	485	-	P48443-Q96RI1-MDL-6a5z.pdb1-D-0-A-0.pdb	m5048	-86.1634113
P48443	Q9Y618	1	0	Model	3r29	1	B	0	85.8	48.8	231	456	-	C	1	100.0	0.6	2335	2350	-	P48443-Q9Y618-MDL-3r29.pdb1-B-0-C-1.pdb	m5049	-17.12917
P48443	Q9Y618	2	0	Model	3r2a	1	D	0	85.3	50.1	231	462	-	F	0	100.0	0.4	2335	2343	-	P48443-Q9Y618-MDL-3r2a.pdb1-D-0-F-0.pdb	m5050	-24.2593031
P48444	P53618	1	0	Model	5mu7	1	B	0	57.0	27.8	2	143	-	A	0	51.6	39.2	21	394	-	P48444-P53618-MDL-5mu7.pdb1-B-0-A-0.pdb	m5051	-115.682504
P48454	P63098	1	0	Model	4or9	1	A	0	88.2	71.1	12	375	-	B	0	100.0	97.6	5	170	-	P48454-P63098-MDL-4or9.pdb1-A-0-B-0.pdb	m5052	-188.156135
P48454	P63098	3	0	Model	4ora	1	A	0	84.7	73.8	12	389	-	B	0	100.0	97.6	5	170	-	P48454-P63098-MDL-4ora.pdb1-A-0-B-0.pdb	m5053	-226.845852
P48539	Q8TD86	1	0	Model	2n77	1	B	0	100.0	53.2	30	62	-	A	0	52.1	39.2	104	174	-	P48539-Q8TD86-MDL-2n77.pdb1-B-0-A-0.pdb	m5054	-69.8465356
P48544	Q99712	1	0	Model	3sya	1	A	0	84.7	76.4	51	370	-	A	3	40.0	81.3	28	332	-	P48544-Q99712-MDL-3sya.pdb1-A-0-A-3.pdb	m5055	-256.261883
P48547	Q8TAE7	1	0	Model	2r9r	5	B	3	38.8	85.5	7	443	-	B	1	33.7	93.3	11	417	-	P48547-Q8TAE7-MDL-2r9r.pdb5-B-3-B-1.pdb	m5056	-188.737263
P48547	Q8TDN2	1	0	Model	2r9r	7	H	1	39.2	85.5	7	443	-	H	2	31.1	73.8	101	502	-	P48547-Q8TDN2-MDL-2r9r.pdb7-H-1-H-2.pdb	m5057	-206.136658
P48552	Q92731	1	0	Model	2gpo	1	C	0	100.0	0.9	378	387	-	A	0	35.2	44.0	267	499	-	P48552-Q92731-MDL-2gpo.pdb1-C-0-A-0.pdb	m5058	-30.3984867
P48552	Q92731	3	0	Model	2gpp	1	C	0	100.0	0.9	378	388	-	A	0	35.0	43.6	267	497	-	P48552-Q92731-MDL-2gpp.pdb1-C-0-A-0.pdb	m5059	-33.9697447
P48552	Q92753	1	0	Model	4s15	1	C	0	100.0	0.8	499	507	-	A	0	62.6	51.7	219	461	-	P48552-Q92753-MDL-4s15.pdb1-C-0-A-0.pdb	m5060	-42.5012832
P48552	Q92753	3	0	Model	4s14	1	C	4	100.0	0.8	499	507	-	A	4	50.2	52.6	216	462	-	P48552-Q92753-MDL-4s14.pdb1-C-4-A-4.pdb	m5061	-41.6459747
P48556	Q15008	1	0	Dom_dom_model	5vgz	-	d	-	98.6	39.7	188	326	CSN8_PSD8_EIF3K	V	-	12.5	26.5	255	357	PCI	P48556-Q15008-MDD-CSN8_PSD8_EIF3K-PCI-5vgz-d-93-234-V-358-462.pdb	m5062	-64.0781596
P48643	P78371	1	0	Model	5uyz	1	A	3	97.2	93.5	31	536	-	B	0	34.5	92.7	27	522	-	P48643-P78371-MDL-5uyz.pdb1-A-3-B-0.pdb	m5063	-146.295034
P48668	Q14525	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	56.4	27.2	254	363	-	P48668-Q14525-MDL-4zry.pdb1-B-0-A-0.pdb	m5064	-185.748371
P48668	Q15323	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	56.4	26.4	254	363	-	P48668-Q15323-MDL-4zry.pdb1-B-0-A-0.pdb	m5065	-181.772343
P48668	Q2M2I5	1	0	Model	4zry	1	B	1	76.9	18.4	369	472	-	A	1	63.6	21.0	343	452	-	P48668-Q2M2I5-MDL-4zry.pdb1-B-1-A-1.pdb	m5066	-178.977156
P48668	Q6A162	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	55.4	23.4	296	396	-	P48668-Q6A162-MDL-4zry.pdb1-B-0-A-0.pdb	m5067	-169.150948
P48668	Q7Z3Y8	1	0	Model	4zry	1	B	1	76.9	18.4	369	472	-	A	1	58.9	23.3	289	395	-	P48668-Q7Z3Y8-MDL-4zry.pdb1-B-1-A-1.pdb	m5068	-190.953554
P48668	Q7Z3Y9	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	64.3	20.9	297	394	-	P48668-Q7Z3Y9-MDL-4zry.pdb1-B-0-A-0.pdb	m5069	-174.922376
P48668	Q7Z3Z0	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	58.9	23.8	284	390	-	P48668-Q7Z3Z0-MDL-4zry.pdb1-B-0-A-0.pdb	m5070	-200.083749
P48668	Q92764	1	0	Model	4zry	1	B	0	76.9	18.4	369	472	-	A	0	54.5	24.2	295	404	-	P48668-Q92764-MDL-4zry.pdb1-B-0-A-0.pdb	m5071	-186.925886
P48729	Q5S007	1	0	Dom_dom_model	3h30	-	B	-	16.3	60.8	17	235	Pkinase	A	-	18.4	9.3	1884	2129	Pkinase	P48729-Q5S007-MDD-Pkinase-Pkinase-3h30-B-39-324-A-39-324.pdb	m5072	-29.9014124
P48729	Q9BZL6	1	0	Dom_dom_model	5ckw	-	A	-	15.1	50.7	32	216	Pkinase	B	-	17.5	20.2	566	746	Pkinase	P48729-Q9BZL6-MDD-Pkinase-Pkinase-5ckw-A-80-308-B-80-307.pdb	m5073	-5.59919399
P48730	P78396	1	0	Dom_dom_model	2cjm	-	A	-	14.0	48.9	9	224	Pkinase	B	-	79.4	27.1	214	339	Cyclin_N	P48730-P78396-MDD-Pkinase-Cyclin_N-2cjm-A-4-284-B-181-307.pdb	m5074	-66.6726822
P48730	Q5S007	1	0	Dom_dom_model	3h30	-	A	-	13.5	48.9	9	224	Pkinase	B	-	18.4	9.3	1884	2129	Pkinase	P48730-Q5S007-MDD-Pkinase-Pkinase-3h30-A-39-324-B-39-324.pdb	m5075	-19.4401926
P48730	Q9P286	1	0	Dom_dom_model	3dak	-	B	-	16.5	48.9	9	224	Pkinase	A	-	35.0	34.2	454	700	Pkinase	P48730-Q9P286-MDD-Pkinase-Pkinase-3dak-B-17-291-A-17-291.pdb	m5076	-33.5044205
P49023	Q9ULH1	1	0	Dom_dom_model	4hi8	-	B	-	31.6	9.3	358	412	LIM	A	-	20.9	4.6	601	663	Ank_2	P49023-Q9ULH1-MDD-LIM-Ank_2-4hi8-B-10-67-A-63-130.pdb	m5077	-24.7102108
P49207	P61353	1	0	Model	6em5	1	g	0	53.1	96.6	3	115	-	Z	0	56.0	98.5	3	136	-	P49207-P61353-MDL-6em5.pdb1-g-0-Z-0.pdb	m5078	-66.537759
P49207	P62888	1	0	Dom_dom_model	4w20	-	g	-	97.9	79.5	2	96	Ribosomal_L34e	c	-	95.7	78.3	14	105	Ribosomal_L7Ae	P49207-P62888-MDD-Ribosomal_L34e-Ribosomal_L7Ae-4w20-g-2-96-c-13-106.pdb	m5079	-17.4940651
P49238	P78423	1	0	Model	4xt3	1	A	0	38.5	81.7	18	307	-	B	0	100.0	17.1	26	93	-	P49238-P78423-MDL-4xt3.pdb1-A-0-B-0.pdb	m5080	-93.4769749
P49247	P49247	1	0	Model	1xtz	1	A	0	45.8	74.0	79	308	-	A	1	45.8	74.0	79	308	-	P49247-P49247-MDL-1xtz.pdb1-A-0-A-1.pdb	m5081	-74.8702208
P49354	P53609	1	0	Model	1n4q	3	E	0	96.2	82.8	55	368	-	F	0	98.3	91.8	18	363	-	P49354-P53609-MDL-1n4q.pdb3-E-0-F-0.pdb	m5082	-289.144992
P49448	P49448	1	0	Model	1l1f	1	F	0	97.2	88.9	63	558	-	B	0	97.2	88.9	63	558	-	P49448-P49448-MDL-1l1f.pdb1-F-0-B-0.pdb	m5083	-142.92024
P49450	P49736	1	0	Model	5c3i	3	F	0	63.2	62.1	48	134	-	H	0	100.0	6.2	68	123	-	P49450-P49736-MDL-5c3i.pdb3-F-0-H-0.pdb	m5084	-68.4630703
P49459	Q9NS91	1	0	Model	2ybf	1	A	0	96.0	98.0	3	151	-	B	0	100.0	4.2	341	361	-	P49459-Q9NS91-MDL-2ybf.pdb1-A-0-B-0.pdb	m5085	-67.6067269
P49585	P49585	3	0	Model	4mvc	1	B	0	79.3	69.8	40	295	-	A	0	79.7	69.8	40	295	-	P49585-P49585-MDL-4mvc.pdb1-B-0-A-0.pdb	m5086	-205.224693
P49585	Q9Y5K3	2	0	Model	4mvc	1	A	0	79.7	69.8	40	295	-	B	0	64.7	69.1	41	295	-	P49585-Q9Y5K3-MDL-4mvc.pdb1-A-0-B-0.pdb	m5087	-231.277455
P49585	Q9Y5K3	3	0	Model	4mvc	1	B	0	79.3	69.8	40	295	-	A	0	65.1	69.1	41	295	-	P49585-Q9Y5K3-MDL-4mvc.pdb1-B-0-A-0.pdb	m5088	-233.767724
P49590	P49590	2	0	Model	4phc	1	B	0	77.2	88.5	55	502	-	A	0	77.4	89.1	55	505	-	P49590-P49590-MDL-4phc.pdb1-B-0-A-0.pdb	m5089	-360.044143
P49639	P49639	1	0	Model	3a01	1	B	0	46.3	16.1	233	286	-	A	0	44.3	23.6	212	290	-	P49639-P49639-MDL-3a01.pdb1-B-0-A-0.pdb	m5090	-2.5577567
P49639	P78337	2	0	Model	3a01	1	A	0	44.3	23.6	212	290	-	B	0	63.2	18.2	90	146	-	P49639-P78337-MDL-3a01.pdb1-A-0-B-0.pdb	m5091	-0.725554363
P49639	P78337	3	0	Model	3a01	2	E	0	50.0	17.3	233	290	-	F	0	61.7	19.1	90	149	-	P49639-P78337-MDL-3a01.pdb2-E-0-F-0.pdb	m5092	6.93900077
P49639	P78412	1	0	Model	4xrs	2	I	0	51.9	16.1	233	286	-	B	0	46.8	10.5	158	204	-	P49639-P78412-MDL-4xrs.pdb2-I-0-B-0.pdb	m5093	-8.10192041
P49639	Q96SF7	1	0	Model	4s0h	1	B	0	49.1	15.8	233	285	-	A	0	55.0	31.7	113	303	-	P49639-Q96SF7-MDL-4s0h.pdb1-B-0-A-0.pdb	m5094	-6.77885846
P49639	Q99697	2	0	Model	3a01	1	A	0	44.3	23.6	212	290	-	B	0	66.7	18.0	86	142	-	P49639-Q99697-MDL-3a01.pdb1-A-0-B-0.pdb	m5095	0.05330165122
P49639	Q99697	3	0	Model	3a01	2	E	0	50.0	17.3	233	290	-	F	0	65.0	18.9	86	145	-	P49639-Q99697-MDL-3a01.pdb2-E-0-F-0.pdb	m5096	1.8985433
P49662	Q9HC29	1	0	Dom_dom_model	5yrn	-	K	-	13.9	19.1	6	80	CARD	H	-	26.8	7.2	31	111	CARD	P49662-Q9HC29-MDD-CARD-CARD-5yrn-K-437-516-H-437-516.pdb	m5097	-21.9314055
P49674	P78396	1	0	Dom_dom_model	4eos	-	A	-	14.6	49.0	9	225	Pkinase	B	-	79.4	27.1	214	339	Cyclin_N	P49674-P78396-MDD-Pkinase-Cyclin_N-4eos-A-4-285-B-181-307.pdb	m5098	-72.9036761
P49674	Q5S007	1	0	Dom_dom_model	3h30	-	B	-	13.5	49.0	9	225	Pkinase	A	-	18.4	9.3	1884	2129	Pkinase	P49674-Q5S007-MDD-Pkinase-Pkinase-3h30-B-39-324-A-39-324.pdb	m5099	-26.8255106
P49674	Q7L7X3	1	0	Dom_dom_model	2wnt	-	B	-	18.5	49.0	9	225	Pkinase	A	-	23.6	24.8	28	280	Pkinase	P49674-Q7L7X3-MDD-Pkinase-Pkinase-2wnt-B-418-675-A-418-675.pdb	m5100	-79.2460505
P49674	Q9BZL6	1	0	Dom_dom_model	2wnt	-	A	-	18.1	49.0	9	225	Pkinase	B	-	26.8	28.4	555	807	Pkinase	P49674-Q9BZL6-MDD-Pkinase-Pkinase-2wnt-A-418-675-B-418-675.pdb	m5101	-79.926053
P49703	Q99418	1	0	Model	1r8q	3	B	1	43.8	80.6	22	183	-	F	1	97.9	48.5	56	249	-	P49703-Q99418-MDL-1r8q.pdb3-B-1-F-1.pdb	m5102	-107.002282
P49703	Q9UPT6	1	0	Model	2w83	1	A	0	41.4	80.6	22	183	-	C	0	75.0	4.5	416	475	-	P49703-Q9UPT6-MDL-2w83.pdb1-A-0-C-0.pdb	m5103	-33.5055294
P49715	P49716	1	0	Model	1h88	1	A	0	77.1	19.6	278	347	-	B	0	67.6	25.3	188	255	-	P49715-P49716-MDL-1h88.pdb1-A-0-B-0.pdb	m5104	-99.2177649
P49715	P49716	2	0	Model	1h88	1	B	0	76.1	19.8	277	347	-	A	0	67.6	25.3	188	255	-	P49715-P49716-MDL-1h88.pdb1-B-0-A-0.pdb	m5105	-101.954104
P49715	P53567	2	0	Model	1h88	1	A	0	77.1	19.6	278	347	-	B	0	52.3	43.3	58	122	-	P49715-P53567-MDL-1h88.pdb1-A-0-B-0.pdb	m5106	-90.864819
P49715	P53567	3	0	Model	1h88	1	B	0	76.1	19.8	277	347	-	A	0	52.3	43.3	58	122	-	P49715-P53567-MDL-1h88.pdb1-B-0-A-0.pdb	m5107	-81.4100647
P49715	Q9Y2D1	1	0	Model	1ci6	3	B	1	74.5	13.1	299	345	-	A	1	66.1	19.9	216	271	-	P49715-Q9Y2D1-MDL-1ci6.pdb3-B-1-A-1.pdb	m5108	-56.8130394
P49716	P49716	1	0	Model	6mg1	1	B	0	66.7	25.7	189	257	-	A	0	66.7	25.7	189	257	-	P49716-P49716-MDL-6mg1.pdb1-B-0-A-0.pdb	m5109	-69.2830116
P49716	P53567	1	0	Model	1gu4	1	B	0	67.6	25.3	188	255	-	A	0	53.1	42.7	59	122	-	P49716-P53567-MDL-1gu4.pdb1-B-0-A-0.pdb	m5110	-96.5298766
P49716	Q15744	1	0	Model	6mg1	1	B	0	66.7	25.7	189	257	-	A	0	75.0	24.2	202	269	-	P49716-Q15744-MDL-6mg1.pdb1-B-0-A-0.pdb	m5111	-61.0898808
P49716	Q15744	2	0	Model	1h88	1	A	0	67.6	25.3	188	255	-	B	0	74.3	24.9	200	269	-	P49716-Q15744-MDL-1h88.pdb1-A-0-B-0.pdb	m5112	-103.610804
P49716	Q9NR55	1	0	Dom_dom_model	1a02	-	F	-	30.6	17.8	195	242	bZIP_2	J	-	32.7	40.9	40	91	bZIP_1	P49716-Q9NR55-MDD-bZIP_2-bZIP_1-1a02-F-140-189-J-267-318.pdb	m5113	-76.3210915
P49736	Q14566	2	0	Dom_dom_model	3ja8	-	2	-	48.6	13.2	294	420	MCM_OB	6	-	67.3	27.2	334	556	MCM	P49736-Q14566-MDD-MCM_OB-MCM-3ja8-2-305-434-6-512-735.pdb	m5114	-55.9587616
P49736	Q14566	3	0	Dom_dom_model	3ja8	-	2	-	71.7	24.7	461	683	MCM	6	-	52.8	10.2	571	656	MCM_lid	P49736-Q14566-MDD-MCM-MCM_lid-3ja8-2-480-703-6-749-835.pdb	m5115	-51.265738
P49736	Q14566	4	0	Dom_dom_model	3ja8	-	2	-	48.6	13.2	294	420	MCM_OB	6	-	50.0	15.0	123	250	MCM_OB	P49736-Q14566-MDD-MCM_OB-MCM_OB-3ja8-2-305-434-6-275-405.pdb	m5116	-38.6630606
P49756	Q86U06	1	0	Dom_dom_model	5kwq	-	B	-	29.2	7.7	89	153	RRM_1	A	-	37.9	14.8	265	330	RRM_1	P49756-Q86U06-MDD-RRM_1-RRM_1-5kwq-B-114-186-A-114-186.pdb	m5117	-16.7461384
P49759	P49760	1	0	Model	3nr9	2	C	1	66.2	71.5	136	481	-	B	0	100.0	69.5	136	482	-	P49759-P49760-MDL-3nr9.pdb2-C-1-B-0.pdb	m5118	-97.8800354
P49759	P49760	3	0	Model	3nr9	1	A	1	65.0	71.5	136	481	-	A	0	98.0	69.7	137	484	-	P49759-P49760-MDL-3nr9.pdb1-A-1-A-0.pdb	m5119	-80.2286827
P49759	P78362	1	0	Dom_dom_model	1kwp	-	A	-	19.3	30.0	164	336	Pkinase	B	-	17.8	18.5	84	225	Pkinase	P49759-P78362-MDD-Pkinase-Pkinase-1kwp-A-64-239-B-64-239.pdb	m5120	-24.268428
P49759	Q96SB4	1	0	Dom_dom_model	5wvd	-	A	-	18.8	51.2	164	477	Pkinase	B	-	9.2	28.4	83	548	Pkinase	P49759-Q96SB4-MDD-Pkinase-Pkinase-5wvd-A-50-333-B-50-258.pdb	m5121	-77.5050329
P49760	P49761	1	0	Model	3nr9	2	C	1	100.0	69.5	137	483	-	B	0	72.0	54.4	277	623	-	P49760-P49761-MDL-3nr9.pdb2-C-1-B-0.pdb	m5122	-99.2325513
P49760	P49761	3	0	Model	3nr9	1	A	0	98.0	69.7	137	484	-	A	1	71.3	54.1	279	623	-	P49760-P49761-MDL-3nr9.pdb1-A-0-A-1.pdb	m5123	-93.7188066
P49760	P78362	1	0	Dom_dom_model	6b2q	-	C	-	19.2	47.5	163	468	Pkinase	B	-	11.9	18.9	81	225	Pkinase	P49760-P78362-MDD-Pkinase-Pkinase-6b2q-C-13-270-B-13-270.pdb	m5124	-111.652269
P49761	P49761	1	0	Model	3nr9	2	B	0	72.0	54.4	277	623	-	C	1	72.2	54.1	279	623	-	P49761-P49761-MDL-3nr9.pdb2-B-0-C-1.pdb	m5125	-91.5951418
P49761	P78362	1	0	Dom_dom_model	1ds5	-	B	-	19.2	39.3	304	620	Pkinase	A	-	10.9	18.9	81	225	Pkinase	P49761-P78362-MDD-Pkinase-Pkinase-1ds5-B-39-324-A-39-324.pdb	m5126	-36.5478012
P49761	Q8TAD8	1	0	Dom_dom_model	3i6w	-	D	-	20.2	37.6	315	620	Pkinase	C	-	20.2	17.2	281	360	FHA	P49761-Q8TAD8-MDD-Pkinase-FHA-3i6w-D-221-486-C-113-192.pdb	m5127	-60.7938458
P49761	Q9NQ25	1	0	Dom_dom_model	5l8l	-	A	-	17.6	39.2	304	619	Pkinase	B	-	19.3	28.7	28	124	V-set	P49761-Q9NQ25-MDD-Pkinase-V-set-5l8l-A-133-382-B-6-104.pdb	m5128	-66.4375145
P49795	P63096	1	0	Model	2gtp	2	C	0	45.7	58.5	80	206	-	B	0	100.0	89.5	32	348	-	P49795-P63096-MDL-2gtp.pdb2-C-0-B-0.pdb	m5129	-46.2746289
P49795	P63096	2	0	Model	1agr	1	E	0	45.5	56.7	80	202	-	A	0	99.7	98.9	5	354	-	P49795-P63096-MDL-1agr.pdb1-E-0-A-0.pdb	m5130	-61.9998315
P49840	Q8IUH5	1	0	Dom_dom_model	2v5q	-	B	-	21.1	51.1	119	403	Pkinase	C	-	30.6	13.1	161	255	Ank_2	P49840-Q8IUH5-MDD-Pkinase-Ank_2-2v5q-B-53-305-C-18-110.pdb	m5131	-25.8159463
P49840	Q92837	1	0	Model	1gng	2	B	0	85.1	73.7	91	446	-	Y	0	100.0	9.3	198	223	-	P49840-Q92837-MDL-1gng.pdb2-B-0-Y-0.pdb	m5132	-83.4624932
P49841	Q05513	1	0	Model	3e87	2	D	0	100.0	2.4	3	12	-	B	0	46.5	54.9	249	573	-	P49841-Q05513-MDL-3e87.pdb2-D-0-B-0.pdb	m5133	-49.8605202
P49841	Q05513	2	0	Model	4d28	2	C	0	32.4	61.0	56	311	-	B	0	31.1	42.2	252	501	-	P49841-Q05513-MDL-4d28.pdb2-C-0-B-0.pdb	m5134	-137.753269
P49841	Q13163	1	0	Dom_dom_model	4d2v	-	B	-	22.2	58.8	56	340	Pkinase	C	-	24.9	55.8	170	419	Pkinase	P49841-Q13163-MDD-Pkinase-Pkinase-4d2v-B-11-263-C-11-263.pdb	m5135	-64.8442055
